Gene,targetId,disease_score,isInMembrane,isSecreted,hasLigand,hasSmallMoleculeBinder,hasPocket,mouseOrthologMaxIdentityPercentage,hasHighQualityChemicalProbes,tissueSpecificity,tissueDistribution,maxClinicalTrialPhase,doability_score,tissue_score,precedence_score,tracability_score,priority
RBM14,ENSG00000239306,0.3242297587261979,0.0,0.0,0.0,0.0,0.0,0.91779,0.0,-1.0,-1.0,0.0,0.458895,0.0,0.0,0.0,0.17558140349047918
ACOT12,ENSG00000172497,0.0607930797611621,0.0,0.0,0.0,0.0,1.0,0.07207,0.0,1.0,0.5,0.0,0.036035,0.875,0.0,0.2,0.17542073190446483
AREG,ENSG00000109321,0.1322249484805276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.625,0.0,0.2,0.17538997939221104
DGKQ,ENSG00000145214,0.4348291359984961,0.0,0.0,0.0,0.0,0.0,0.0286599999999999,0.0,-1.0,-1.0,0.0,0.01432999999999995,0.0,0.0,0.0,0.17536465439939844
ZNF615,ENSG00000197619,0.4381593403504977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.17526373614019908
CAST,ENSG00000310517,0.4381429305615204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.17525717222460818
IVNS1ABP,ENSG00000116679,0.2065562854323926,0.0,0.0,0.0,0.0,0.0,0.8520249999999997,0.0,1.0,-1.0,0.0,0.42601249999999985,0.5,0.0,0.0,0.17522376417295704
FGF3,ENSG00000186895,0.0227974049104357,0.0,1.0,0.0,0.0,0.0,0.12134,0.0,1.0,1.0,0.0,0.06067,1.0,0.0,0.2,0.1751859619641743
DDX4,ENSG00000152670,0.0121586159522324,1.0,0.0,0.0,0.0,0.0,0.4544199999999996,0.0,1.0,0.5,0.0,0.2272099999999998,0.875,0.0,0.2,0.17508444638089293
DBNL,ENSG00000136279,0.2499203508981374,1.0,0.0,0.0,0.0,0.0,0.3023249999999997,0.0,-1.0,-1.0,0.0,0.15116249999999984,0.0,0.0,0.2,0.17508439035925494
PAEP,ENSG00000122133,0.1001397119399142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.75,0.0,0.2,0.17505588477596568
PGAM5,ENSG00000247077,0.3537116309489525,0.0,0.0,0.0,0.0,0.0,0.6712800000000001,0.0,-1.0,-1.0,0.0,0.33564000000000005,0.0,0.0,0.0,0.17504865237958103
SEPTIN4,ENSG00000108387,0.2655717553535424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6875,0.0,0.0,0.17497870214141698
INPP5A,ENSG00000068383,0.030396539880581,1.0,0.0,0.0,1.0,0.0,0.8543700000000001,0.0,-1.0,-1.0,0.0,0.42718500000000004,0.0,0.0,0.4,0.17487711595223238
STK11,ENSG00000118046,0.0712629990533622,0.0,0.0,1.0,1.0,0.0,0.5265599999999999,0.0,-1.0,-1.0,0.0,0.26327999999999996,0.0,0.0,0.4,0.17483319962134486
GPR158,ENSG00000151025,0.0453415053218667,1.0,0.0,0.0,0.0,0.0,0.3086399999999997,0.0,0.75,0.5,0.0,0.15431999999999985,0.8125,0.0,0.2,0.17481860212874667
SELENOP,ENSG00000250722,0.1772785166621933,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,-1.0,0.0,0.0,0.4375,0.0,0.2,0.17466140666487734
DNASE1L3,ENSG00000163687,0.1064517724699073,0.0,0.0,0.0,1.0,0.0,0.0655749999999997,0.0,0.75,0.0,0.0,0.03278749999999985,0.6875,0.0,0.2,0.1746094589879629
NMB,ENSG00000197696,0.0425551558328134,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.4,0.17452206233312537
SPESP1,ENSG00000258484,0.0987887546118884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.2,0.17451550184475537
RNF19A,ENSG00000034677,0.3500034288444402,0.0,0.0,0.0,0.0,0.0,0.6897350000000003,0.0,-1.0,-1.0,0.0,0.34486750000000016,0.0,0.0,0.0,0.1744881215377761
NUPR1,ENSG00000176046,0.3424676826545465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.17448707306181863
CACYBP,ENSG00000116161,0.3518196847578053,0.0,0.0,0.0,0.0,0.0,0.6710549999999997,0.0,-1.0,-1.0,0.0,0.33552749999999987,0.0,0.0,0.0,0.1742806239031221
SEMA6D,ENSG00000137872,0.0364758478566972,1.0,0.0,0.0,0.0,0.0,0.7437100000000001,0.0,0.5,0.0,0.0,0.37185500000000005,0.625,0.0,0.2,0.17427583914267888
NEFH,ENSG00000100285,0.2623435519627608,0.0,0.0,0.0,0.0,0.0,0.009805,0.0,0.75,0.0,0.0,0.0049025,0.6875,0.0,0.0,0.17417767078510432
GPR12,ENSG00000132975,0.0121586159522324,1.0,0.0,0.0,0.0,0.0,0.6856299999999997,0.0,0.5,0.5,0.0,0.34281499999999987,0.75,0.0,0.2,0.17414494638089295
NALCN,ENSG00000102452,0.0121586159522324,1.0,0.0,0.0,0.0,0.0,0.9338299999999996,0.0,0.5,0.0,0.0,0.4669149999999998,0.625,0.0,0.2,0.17405494638089294
NPY4R2,ENSG00000264717,0.0662931647828872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.875,0.0,0.2,0.17401726591315492
A1BG,ENSG00000121410,0.0347871511966649,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.17391486047866597
SDHA,ENSG00000073578,0.0978599714488706,0.0,0.0,0.0,1.0,0.0,0.7439749999999996,0.0,0.5,-1.0,0.0,0.3719874999999998,0.375,0.0,0.2,0.1738427385795482
FGF5,ENSG00000138675,0.0699535905484914,0.0,1.0,0.0,0.0,0.0,0.2164200000000001,0.0,0.5,0.5,0.0,0.10821000000000006,0.75,0.0,0.2,0.1738024362193966
PDPR,ENSG00000090857,0.3584680901799122,0.0,0.0,0.0,0.0,0.0,0.6075099999999999,0.0,-1.0,-1.0,0.0,0.30375499999999994,0.0,0.0,0.0,0.17376273607196488
GSDMA,ENSG00000167914,0.0121586159522324,1.0,0.0,0.0,0.0,0.0,0.4269649999999999,0.0,1.0,0.5,0.0,0.21348249999999994,0.875,0.0,0.2,0.17371169638089295
ALDOC,ENSG00000109107,0.065183691077246,0.0,0.0,0.0,0.0,1.0,0.8763750000000001,0.0,0.75,-1.0,0.0,0.43818750000000006,0.4375,0.0,0.2,0.17364222643089844
ZNF184,ENSG00000096654,0.4340929860345781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.17363719441383124
NGB,ENSG00000165553,0.1274965978324372,0.0,0.0,0.0,0.0,0.0,0.7019849999999999,0.0,1.0,0.5,0.0,0.35099249999999993,0.875,0.0,0.0,0.17359788913297486
TXNRD3,ENSG00000197763,0.0182379239283486,0.0,0.0,1.0,1.0,0.0,0.1757399999999997,0.0,0.5,-1.0,0.0,0.08786999999999985,0.375,0.0,0.4,0.17358216957133943
CREB5,ENSG00000146592,0.1218732379545297,1.0,0.0,0.0,0.0,0.0,0.7933050000000001,0.0,-1.0,0.0,0.0,0.3966525000000001,0.25,0.0,0.2,0.17341454518181187
MBL2,ENSG00000165471,0.0334361938686391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.17337447754745564
CNTF,ENSG00000242689,0.2364756349619298,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.5,0.5,0.0,0.0375,0.75,0.0,0.0,0.17334025398477193
CCL18,ENSG00000275385,0.0645723828863143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.875,0.0,0.2,0.17332895315452573
ITLN1,ENSG00000179914,0.1042567543970729,0.0,1.0,0.0,0.0,0.0,0.0575099999999999,0.0,0.75,0.0,0.0,0.02875499999999995,0.6875,0.0,0.2,0.17332820175882918
ACO1,ENSG00000122729,0.2560273533564602,0.0,0.0,0.0,0.0,0.0,0.6681649999999998,0.0,0.5,-1.0,0.0,0.3340824999999999,0.375,0.0,0.0,0.1733191913425841
ALDOB,ENSG00000136872,0.0121586159522324,0.0,0.0,0.0,0.0,1.0,0.7939549999999997,0.0,0.75,0.0,0.0,0.39697749999999987,0.6875,0.0,0.2,0.17331119638089296
CNMD,ENSG00000136110,0.0243172319044648,0.0,1.0,0.0,0.0,0.0,0.4461100000000002,0.0,0.75,0.5,0.0,0.2230550000000001,0.8125,0.0,0.2,0.17328239276178595
COL9A2,ENSG00000049089,0.0425551558328134,0.0,1.0,0.0,0.0,0.0,0.5500700000000002,0.0,0.75,0.0,0.0,0.2750350000000001,0.6875,0.0,0.2,0.17327556233312538
DLL1,ENSG00000198719,0.0735427395444058,1.0,0.0,0.0,0.0,0.0,0.4260049999999999,0.0,0.5,0.0,0.0,0.21300249999999996,0.625,0.0,0.2,0.17321734581776232
HSPE1,ENSG00000115541,0.0325074107056214,0.0,0.0,1.0,1.0,0.0,0.8039200000000001,0.0,-1.0,-1.0,0.0,0.40196000000000004,0.0,0.0,0.4,0.17319896428224857
GSG1L,ENSG00000169181,0.0243172319044648,1.0,0.0,0.0,0.0,0.0,0.4410899999999998,0.0,0.75,0.5,0.0,0.2205449999999999,0.8125,0.0,0.2,0.17303139276178592
CORIN,ENSG00000145244,0.0790310036895107,1.0,0.0,0.0,0.0,0.0,0.1266800000000003,0.0,1.0,0.0,0.0,0.06334000000000015,0.75,0.0,0.2,0.1729464014758043
SLCO1A2,ENSG00000084453,0.0790310036895107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.8125,0.0,0.2,0.17286240147580428
CHUK,ENSG00000213341,0.0364758478566972,0.0,0.0,1.0,1.0,0.0,0.7651000000000003,0.0,-1.0,-1.0,0.0,0.38255000000000017,0.0,0.0,0.4,0.17284533914267888
PHOX2B,ENSG00000109132,0.1039088828851063,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.5,0.0,0.5,0.8125,0.0,0.0,0.17281355315404254
BMP5,ENSG00000112175,0.0121586159522324,0.0,1.0,0.0,0.0,0.0,0.6585900000000002,0.0,1.0,0.0,0.0,0.3292950000000001,0.75,0.0,0.2,0.17279294638089296
GREM2,ENSG00000180875,0.030396539880581,0.0,1.0,0.0,0.0,0.0,0.7619050000000002,0.0,0.5,0.0,0.0,0.3809525000000001,0.625,0.0,0.2,0.1727538659522324
TIMP3,ENSG00000100234,0.030396539880581,0.0,1.0,0.0,1.0,0.0,0.8104250000000001,0.0,-1.0,-1.0,0.0,0.40521250000000003,0.0,0.0,0.4,0.1726798659522324
TRMT61B,ENSG00000171103,0.4316192474570626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.17264769898282506
ARVCF,ENSG00000099889,0.0516741177969877,1.0,0.0,0.0,0.0,0.0,0.5893949999999997,0.0,0.5,0.0,0.0,0.29469749999999983,0.625,0.0,0.2,0.17263939711879506
NEUROD6,ENSG00000164600,0.0674634315682896,0.0,0.0,0.0,0.0,0.0,0.91098,0.0,1.0,1.0,0.0,0.45549,1.0,0.0,0.0,0.17253437262731586
MEF2D,ENSG00000116604,0.2938054875735345,0.0,0.0,0.0,0.0,0.0,0.34741,0.0,0.5,-1.0,0.0,0.173705,0.375,0.0,0.0,0.1723926950294138
HLA-DQA1,ENSG00000196735,0.1247059232121424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.625,0.0,0.2,0.17238236928485695
OR1F1,ENSG00000168124,0.030396539880581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.17215861595223242
YARS2,ENSG00000139131,0.2523068268577393,0.0,0.0,0.0,0.0,1.0,0.2243200000000001,0.0,-1.0,-1.0,0.0,0.11216000000000005,0.0,0.0,0.2,0.1721387307430957
MYO1B,ENSG00000128641,0.0121586159522324,1.0,0.0,0.0,0.0,0.0,0.8943649999999999,0.0,0.5,0.0,0.0,0.4471824999999999,0.625,0.0,0.2,0.17208169638089293
FUCA2,ENSG00000001036,0.030396539880581,0.0,1.0,0.0,1.0,0.0,0.0471099999999999,0.0,0.5,-1.0,0.0,0.02355499999999995,0.375,0.0,0.4,0.17201411595223237
GREM1,ENSG00000166923,0.0121586159522324,0.0,1.0,0.0,0.0,0.0,0.8913049999999998,0.0,0.5,0.0,0.0,0.4456524999999999,0.625,0.0,0.2,0.17192869638089295
CHP1,ENSG00000187446,0.3111019103479226,0.0,0.0,0.0,0.0,0.0,0.94872,0.0,-1.0,-1.0,0.0,0.47436,0.0,0.0,0.0,0.17187676413916905
DCT,ENSG00000080166,0.0418374597522997,1.0,0.0,0.0,0.0,0.0,0.1522150000000003,0.0,1.0,0.5,0.0,0.07610750000000015,0.875,0.0,0.2,0.1718457339009199
RNASE3,ENSG00000169397,0.0607930797611621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.875,0.0,0.2,0.17181723190446485
FGF19,ENSG00000162344,0.0607930797611621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.875,0.0,0.2,0.17181723190446485
CLEC4D,ENSG00000166527,0.0607930797611621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.875,0.0,0.2,0.17181723190446485
DEFB4A,ENSG00000171711,0.0607930797611621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.875,0.0,0.2,0.17181723190446485
SLC39A8,ENSG00000138821,0.0648211299044051,1.0,0.0,0.0,0.0,0.0,0.4673900000000003,0.0,0.5,0.0,0.0,0.23369500000000015,0.625,0.0,0.2,0.17179795196176206
OSBPL6,ENSG00000079156,0.0121586159522324,1.0,0.0,0.0,0.0,0.0,0.8875799999999998,0.0,0.5,0.0,0.0,0.4437899999999999,0.625,0.0,0.2,0.17174244638089295
TRIM54,ENSG00000138100,0.0121586159522324,1.0,0.0,0.0,0.0,0.0,0.7625700000000002,0.0,0.75,0.0,0.0,0.3812850000000001,0.6875,0.0,0.2,0.17174194638089296
HJV,ENSG00000168509,0.0317474972086068,1.0,0.0,0.0,0.0,0.0,0.3544600000000003,0.0,0.75,0.5,0.0,0.17723000000000014,0.8125,0.0,0.2,0.17167199888344276
GGH,ENSG00000137563,0.1853295392712454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.2,0.17163181570849817
ZBTB40,ENSG00000184677,0.428944809880355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.171577923952142
F13B,ENSG00000143278,0.028876712886552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.1715506851546208
INPP5D,ENSG00000168918,0.036306978190694,0.0,0.0,0.0,0.0,0.0,0.3902450000000002,0.0,0.5,0.0,0.75,0.1951225000000001,0.625,0.75,0.0,0.1715350412762776
LRRC4,ENSG00000128594,0.1619004075056948,0.0,0.0,0.0,0.0,0.0,0.885145,0.0,0.5,0.0,0.0,0.4425725,0.625,0.0,0.0,0.1715174130022779
LYPD6,ENSG00000187123,0.030396539880581,0.0,1.0,0.0,0.0,0.0,0.7368400000000002,0.0,0.5,0.0,0.0,0.3684200000000001,0.625,0.0,0.2,0.17150061595223243
IL18R1,ENSG00000115604,0.1473669855918024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.625,0.5,0.0,0.17144679423672096
MYO6,ENSG00000196586,0.2627476907277426,0.0,0.0,0.0,0.0,0.0,0.8249049999999997,0.0,-1.0,0.0,0.0,0.41245249999999983,0.25,0.0,0.0,0.17134432629109703
MARK4,ENSG00000007047,0.0182379239283486,0.0,0.0,1.0,1.0,0.0,0.8803199999999997,0.0,-1.0,-1.0,0.0,0.44015999999999983,0.0,0.0,0.4,0.17131116957133943
CTHRC1,ENSG00000164932,0.030396539880581,0.0,1.0,0.0,0.0,0.0,0.7325099999999999,0.0,0.5,0.0,0.0,0.36625499999999994,0.625,0.0,0.2,0.17128411595223242
CNNM1,ENSG00000119946,0.030396539880581,1.0,0.0,0.0,0.0,0.0,0.7318600000000004,0.0,0.5,0.0,0.0,0.3659300000000002,0.625,0.0,0.2,0.17125161595223243
NRN1,ENSG00000124785,0.0144566241605492,1.0,0.0,0.0,0.0,0.0,0.8591549999999998,0.0,0.5,0.0,0.0,0.4295774999999999,0.625,0.0,0.2,0.17124039966421967
ANKS1B,ENSG00000185046,0.0121586159522324,1.0,0.0,0.0,0.0,0.0,0.6264600000000001,0.0,1.0,0.0,0.0,0.31323000000000006,0.75,0.0,0.2,0.17118644638089298
SPATA6,ENSG00000132122,0.2055837639674485,0.0,0.0,0.0,0.0,0.0,0.5286900000000003,0.0,0.5,0.0,0.0,0.26434500000000016,0.625,0.0,0.0,0.17116800558697942
CKB,ENSG00000166165,0.0803819610175365,0.0,0.0,0.0,0.0,1.0,0.8293950000000002,0.0,0.5,-1.0,0.0,0.4146975000000001,0.375,0.0,0.2,0.1711225344070146
USP31,ENSG00000103404,0.3563690335599322,0.0,0.0,0.0,0.0,0.0,0.5710050000000002,0.0,-1.0,-1.0,0.0,0.2855025000000001,0.0,0.0,0.0,0.17109786342397293
NF2,ENSG00000186575,0.0121586159522324,1.0,0.0,0.0,0.0,1.0,0.9243699999999996,0.0,-1.0,-1.0,0.0,0.4621849999999998,0.0,0.0,0.4,0.17108194638089294
ZNF668,ENSG00000167394,0.2896150381534228,0.0,0.0,0.0,0.0,0.0,0.6042000000000002,0.0,-1.0,0.0,0.0,0.3021000000000001,0.25,0.0,0.0,0.17105601526136915
GAS2,ENSG00000148935,0.0121586159522324,1.0,0.0,0.0,0.0,0.0,0.8722050000000003,0.0,0.5,0.0,0.0,0.43610250000000017,0.625,0.0,0.2,0.17097369638089296
TRAK1,ENSG00000182606,0.2598296228992068,0.0,0.0,0.0,0.0,0.0,0.5907649999999997,0.0,0.5,-1.0,0.0,0.2953824999999998,0.375,0.0,0.0,0.17097009915968273
EZR,ENSG00000092820,0.0243172319044648,1.0,0.0,0.0,1.0,0.0,0.8208199999999998,0.0,-1.0,-1.0,0.0,0.4104099999999999,0.0,0.0,0.4,0.17076789276178592
NPTXR,ENSG00000221890,0.0364758478566972,1.0,0.0,0.0,0.0,0.0,0.4200000000000002,0.0,1.0,0.0,0.0,0.2100000000000001,0.75,0.0,0.2,0.1705903391426789
GPHA2,ENSG00000149735,0.0391777625127489,0.0,1.0,0.0,0.0,0.0,0.1472850000000001,0.0,1.0,0.5,0.0,0.07364250000000006,0.875,0.0,0.2,0.17053535500509956
PDIA6,ENSG00000143870,0.1854188932715444,0.0,0.0,0.0,1.0,0.0,0.7272750000000002,0.0,-1.0,-1.0,0.0,0.3636375000000001,0.0,0.0,0.2,0.17053130730861776
RTRAF,ENSG00000087302,0.3192244618258622,0.0,0.0,0.0,0.0,0.0,0.8565550000000002,0.0,-1.0,-1.0,0.0,0.4282775000000001,0.0,0.0,0.0,0.17051753473034492
LAP3,ENSG00000002549,0.086499161278912,0.0,0.0,0.0,1.0,0.0,0.5183050000000001,0.0,-1.0,-1.0,0.5,0.25915250000000006,0.0,0.5,0.2,0.17051491451156478
NEURL1,ENSG00000107954,0.030396539880581,1.0,0.0,0.0,0.0,0.0,0.7125450000000001,0.0,0.5,0.0,0.0,0.35627250000000005,0.625,0.0,0.2,0.17028586595223238
SFTPB,ENSG00000168878,0.088149965653685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.2,0.170259986261474
PPM1H,ENSG00000111110,0.1675016666242147,0.0,0.0,0.0,0.0,0.0,0.815175,0.0,0.5,0.0,0.0,0.4075875,0.625,0.0,0.0,0.1702594166496859
SCD5,ENSG00000145284,0.0317474972086068,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.4,0.17019899888344273
LHX9,ENSG00000143355,0.0911896196417431,0.0,0.0,0.0,0.0,0.0,0.9244349999999996,0.0,1.0,0.5,0.0,0.4622174999999998,0.875,0.0,0.0,0.17019759785669722
PVALB,ENSG00000100362,0.2237322553197812,0.0,0.0,0.0,0.0,0.0,0.363635,0.0,0.5,0.0,0.0,0.1818175,0.625,0.0,0.0,0.1701746521279125
MYCN,ENSG00000134323,0.2370930110685322,0.0,0.0,0.0,0.0,0.0,0.256465,0.0,0.5,0.0,0.0,0.1282325,0.625,0.0,0.0,0.1701604544274129
DMBX1,ENSG00000197587,0.3384201586024267,0.0,0.0,0.0,0.0,0.0,0.6949599999999997,0.0,-1.0,-1.0,0.0,0.34747999999999984,0.0,0.0,0.0,0.1701160634409707
MYOT,ENSG00000120729,0.0455948098208715,1.0,0.0,0.0,0.0,0.0,0.4578299999999998,0.0,0.75,0.0,0.0,0.2289149999999999,0.6875,0.0,0.2,0.1698794239283486
NPHS1,ENSG00000161270,0.0621440370891879,1.0,0.0,0.0,0.0,0.0,0.0733299999999999,0.0,0.75,0.5,0.0,0.03666499999999995,0.8125,0.0,0.2,0.16977411483567517
TBP,ENSG00000112592,0.3547107334397805,0.0,0.0,0.0,0.0,0.0,0.5575200000000002,0.0,-1.0,-1.0,0.0,0.2787600000000001,0.0,0.0,0.0,0.16976029337591222
PRRT2,ENSG00000167371,0.1177091265197285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.625,0.0,0.2,0.1695836506078914
PLCB4,ENSG00000101333,0.030396539880581,1.0,0.0,0.0,0.0,0.0,0.697345,0.0,0.5,0.0,0.0,0.3486725,0.625,0.0,0.2,0.1695258659522324
GSTT1,ENSG00000277656,0.2737645479679909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.2,0.16950581918719637
SUCLA2,ENSG00000136143,0.1103314034995194,0.0,0.0,0.0,1.0,0.0,0.557235,0.0,0.5,-1.0,0.0,0.2786175,0.375,0.0,0.2,0.16949431139980775
SHC3,ENSG00000148082,0.1656611423491667,0.0,0.0,0.0,0.0,0.0,0.5622900000000002,0.0,1.0,0.0,0.0,0.2811450000000001,0.75,0.0,0.0,0.1693789569396667
NTNG1,ENSG00000162631,0.0151982699402905,1.0,0.0,0.0,0.0,0.0,0.81447,0.0,0.5,0.0,0.0,0.407235,0.625,0.0,0.2,0.1693028079761162
LINC-PINT,ENSG00000231721,0.4230826838111675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.169233073524467
NEUROD1,ENSG00000162992,0.1089851050451633,0.0,0.0,0.0,0.0,0.0,0.8876399999999997,0.0,0.75,0.5,0.0,0.4438199999999998,0.8125,0.0,0.0,0.16922604201806532
S100A6,ENSG00000197956,0.1758140366054657,1.0,0.0,0.0,0.0,0.0,0.7777799999999999,0.0,-1.0,-1.0,0.0,0.38888999999999996,0.0,0.0,0.2,0.1692146146421863
TOR1A,ENSG00000136827,0.3543476636578737,0.0,0.0,0.0,0.0,0.0,0.5481949999999998,0.0,-1.0,-1.0,0.0,0.2740974999999999,0.0,0.0,0.0,0.16914881546314947
CD27,ENSG00000139193,0.1102582789372362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.75,0.5,0.0,0.1691033115748945
IFNGR1,ENSG00000027697,0.0226285352444325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.2,0.169051414097773
RIMS2,ENSG00000176406,0.0425551558328134,1.0,0.0,0.0,0.0,0.0,0.5892949999999999,0.0,0.5,0.0,0.0,0.29464749999999995,0.625,0.0,0.2,0.16898681233312535
ATG4B,ENSG00000168397,0.030396539880581,0.0,0.0,1.0,1.0,0.0,0.7328249999999997,0.0,-1.0,-1.0,0.0,0.36641249999999986,0.0,0.0,0.4,0.1687998659522324
PLXNA2,ENSG00000076356,0.0121586159522324,1.0,0.0,0.0,0.0,0.0,0.8284050000000001,0.0,0.5,0.0,0.0,0.41420250000000003,0.625,0.0,0.2,0.16878369638089294
YARS1,ENSG00000134684,0.0182379239283486,0.0,0.0,0.0,1.0,1.0,0.8295450000000002,0.0,-1.0,-1.0,0.0,0.4147725000000001,0.0,0.0,0.4,0.16877241957133945
AGPAT2,ENSG00000169692,0.115506851546208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.625,0.0,0.2,0.1687027406184832
KLK10,ENSG00000129451,0.115506851546208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.625,0.0,0.2,0.1687027406184832
RAP1GAP,ENSG00000076864,0.0121586159522324,0.0,0.0,0.0,0.0,1.0,0.8265450000000001,0.0,0.5,0.0,0.0,0.41327250000000004,0.625,0.0,0.2,0.16869069638089296
CYP2A7,ENSG00000198077,0.030396539880581,0.0,0.0,0.0,1.0,0.0,0.18016,0.0,1.0,0.5,0.0,0.09008,0.875,0.0,0.2,0.16866661595223242
NPC2,ENSG00000119655,0.1462411307587955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.5,0.0,0.2,0.1684964523035182
NUBPL,ENSG00000151413,0.3706064351006644,0.0,0.0,0.0,0.0,0.0,0.4043900000000001,0.0,-1.0,-1.0,0.0,0.20219500000000004,0.0,0.0,0.0,0.16846207404026575
CPQ,ENSG00000104324,0.1291852944924695,0.0,1.0,0.0,0.0,0.0,0.385595,0.0,0.5,-1.0,0.0,0.1927975,0.375,0.0,0.2,0.1684538677969878
HFE,ENSG00000010704,0.2085660923671789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.0,0.2,0.16842643694687157
JUP,ENSG00000173801,0.0622082075622691,1.0,0.0,0.0,0.0,0.0,0.9194650000000004,0.0,0.5,-1.0,0.0,0.4597325000000002,0.375,0.0,0.2,0.16835653302490766
OCLN,ENSG00000197822,0.0505886379979811,1.0,0.0,0.0,0.0,0.0,0.511495,0.0,0.5,0.0,0.0,0.2557475,0.625,0.0,0.2,0.16831020519919243
RAB8B,ENSG00000166128,0.0607930797611621,1.0,0.0,0.0,0.0,0.0,0.9275350000000004,0.0,0.5,-1.0,0.0,0.4637675000000002,0.375,0.0,0.2,0.16819398190446486
ADAM22,ENSG00000008277,0.030396539880581,0.0,0.0,0.0,0.0,1.0,0.4190849999999997,0.0,1.0,0.0,0.0,0.20954249999999985,0.75,0.0,0.2,0.1681128659522324
LYZ,ENSG00000090382,0.0264078383695848,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.4,0.16806313534783393
FGF7,ENSG00000140285,0.0243172319044648,0.0,1.0,0.0,0.0,0.0,0.7164949999999998,0.0,0.5,0.0,0.0,0.3582474999999999,0.625,0.0,0.2,0.1680516427617859
IFT122,ENSG00000163913,0.2569681527254545,0.0,0.0,0.0,0.0,0.0,0.5527799999999999,0.0,0.5,-1.0,0.0,0.27638999999999997,0.375,0.0,0.0,0.1679262610901818
